      0.4382800      2.7737000      0.1691100      0.0084596      0.0000000    108.9740000
      0.6028000      2.7046000      0.1599200      0.0089459      0.0000000    116.5858000
      0.7567100      2.6143000      0.1479100      0.0096718      0.0000000    124.1932000
      0.8973500      2.5045000      0.1333700      0.0107260      0.0000000    131.7694000
      1.0223000      2.3771000      0.0105440      0.1356800    139.3499000      0.0000000
      1.1292000      2.2343000      0.0095401      0.1499600    146.9889000      0.0000000
      1.2164000      2.0786000      0.0088586      0.1614900    154.5650000      0.0000000
      1.2820000      1.9127000      0.0084004      0.1702800    162.2383000      0.0000000
      1.3197000      1.7389000      0.0080544      0.1773800    173.3389000      0.0000000
      1.3165000      1.5637000      0.0080967      0.1729500   -171.1371000      0.0000000
      1.2605000      1.3995000      0.0091219      0.1554700   -151.2840000      0.0000000
      1.1444000      1.2722000      0.1469300      0.0096521      0.0000000   -124.0208000
      0.9828800      1.2108000      0.1761500      0.0080712      0.0000000    -97.6185000
      0.8053200      1.1990000      0.1789600      0.0080000      0.0000000     90.0000000
      0.6263600      1.1990000      0.1789600      0.0080000      0.0000000     90.0000000
      0.4474000      1.1990000      0.1789600      0.0080000      0.0000000     90.0000000
      0.2684400      1.1990000      0.1789600      0.0080000      0.0000000     90.0000000
      0.0894800      1.1990000      0.1789600      0.0080000      0.0000000     90.0000000
     -0.0894800      1.1990000      0.1789600      0.0080000      0.0000000     90.0000000
     -0.2684400      1.1990000      0.1789600      0.0080000      0.0000000     90.0000000
     -0.4474000      1.1990000      0.1789600      0.0080000      0.0000000     90.0000000
     -0.6263600      1.1990000      0.1789600      0.0080000      0.0000000     90.0000000
     -0.8053200      1.1990000      0.1789600      0.0080000      0.0000000     90.0000000
     -0.9828800      1.2108000      0.1761500      0.0080712      0.0000000    -82.3815000
     -1.1444000      1.2722000      0.1469300      0.0096521      0.0000000    -55.9792000
     -1.2605000      1.3995000      0.0091219      0.1554700    -28.7160000      0.0000000
     -1.3165000      1.5637000      0.0080967      0.1729500     -8.8629000      0.0000000
     -1.3197000      1.7389000      0.0080544      0.1773800      6.6611000      0.0000000
     -1.2820000      1.9127000      0.0084004      0.1702800     17.7617000      0.0000000
     -1.2164000      2.0786000      0.0088586      0.1614900     25.4350000      0.0000000
     -1.1292000      2.2343000      0.0095401      0.1499600     33.0112000      0.0000000
     -1.0223000      2.3771000      0.0105440      0.1356800     40.6501000      0.0000000
     -0.8973500      2.5045000      0.1333700      0.0107260      0.0000000     48.2306000
     -0.7567100      2.6143000      0.1479100      0.0096718      0.0000000     55.8068000
     -0.6028000      2.7046000      0.1599200      0.0089459      0.0000000     63.4142000
     -0.4382800      2.7737000      0.1691100      0.0084596      0.0000000     71.0260000
     -0.2660800      2.8204000      0.1753000      0.0081609      0.0000000     78.6021000
     -0.0892160      2.8440000      0.1784300      0.0080178      0.0000000     86.1784000
